id	text	category
tam3588	தமிழ்நாடு முத்தரையர் முன்னேற்ற சங்கம் சார்பில் வாழ்த்துக்கள்	NOT
tam3589	திருக்கடையூர் வாழ் வன்னியர் மக்கள் சார்பாக #திரெளபதி  படம் பிரம்மாண்ட வெற்றி அடைய வாழ்த்துக்கள்	NOT
tam3590	நாம் தமிழரின் தாக்கம் லேசா தெரியுதே மாக்கா 🧐🧐🧐🧐	NOT
tam3591	விஜய் ரசிகர்கள் சார்பாக இத்திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3592	படம் பக்கா MASS ..CONFIRMED SURYA hit likes	NOT
tam3593	கண்டிப்பாக இந்த படத்தை சில “திரு”நாய்கள் படத்த தடை போட பார்க்கும்.	OFF
tam3594	இன்று முழுவதும் இந்த டிரைலரையும் இந்த படத்துக்கு வரும் கமெண்ட் ஐயும் பார்த்து ரசித்துக் கொண்டே இருக்கிறேன் மனம் வேறு செய்தியை பார்க்க செல்ல மாட்டேங்குது உடையார் சமுதாயத்தில் பிறந்த நான் இந்தப் படத்தைத் தியேட்டரில் காண்பதற்காக காத்திருக்கிறேன்	NOT
tam3595	படம் எப்போ  ரிலீஸ் ?  I am Waiting.... என் சார்பாக 10 (அப்பா - மகள்'கு)    டிகெட்  இலவசமாக வழங்கப்படும்	NOT
tam3596	தல போல வருமா ?  எதிர்ல இருக்குரவதா முடிவு பண்ணணும். எண்ண நான் சொல்ரது !	NOT
tam3597	மதுரை மாவட்டம் தேவர் சமுதாய மக்களின் சார்பாக படம் வெற்றி அடைய வாழ்த்துகள்...	NOT
tam3598	விருது நகர் மாவட்ட முக்குலத்தோர், நாடார், யாதவர் சார்பாக வாழ்த்துக்கள்	NOT
tam3599	நீங்க சொன்ன ஒவ்வொரு  வார்த்தையும் இந்த சலுகையில வாழுர  Bc -30% MBC -20% Oc -10%  Sc-15% ScA--3% St-1%    நாயகள செருப்பால அடிச்சா மாதிரி இருந்துச்சு நண்பா   ( உங்களுக்கு எப்போ தான் டா அறிவு இங்கிறது ஊருகா அளவுக்காச்சும் வளர போகுது 🤦)	NOT
tam3600	இயக்குநர்க்கு நன்றி.பூனைக்கு யார் மணிகட்டுவது என்று இவ்வளவு நாள் கண்டுகொள்ளாமல்இருந்தது..தைரியமாக படம் எடுத்த இயக்குநற்க்கு வாழ்த்துக்கள்.	NOT
tam3601	இந்த படம் ஒரு சாதி துண்டுதல்லகவே பார்க்க படுகிறது! மாவீரன் கிட்டு தேவர்ரட்டம் படத்தைப்போல்  ஓடாமல் இருப்பதே  நல்லது	OFF
tam3602	அட ஜாதி வெறி புடிச்ச தேவுடியா பசங்களா என்ன டா மேல் ஜாதி கீழ் ஜாதி னுட்டு எல்லா ஜாதியும் ஒன்னு தாண்ட மட புண்டைங்களா🤫	OFF
tam3603	ஆனா எங்களுக்கு சூர்யா அண்ணா மேல தான் பைத்தியம்	NOT
tam3604	திரைப்படம் வெற்றி அடைய முக்குலத்தோர் சமுதாயம் சார்பில் வாழ்த்துக்கள்..........	NOT
tam3605	இந்த வீடியோ  மூலம் கிடைத்த மற்று ஒரு வகை தகவல்... தமிழ்நாட்டில் இருக்கும் சாதி வகைகள்... எவ்வளவு... முடில	NOT
tam3606	புள்ளிங்கோ சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3607	உலகத்தில் உள்ள அனைத்து தமிழ் மக்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.....	NOT
tam3608	விஸ்வகர்மா சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்...	NOT
tam3609	வானைத் தொட்டது வேள்வித்தீ! வேள்வியில் உதித்தாள் பெண்ணொருத்தி! பெண்குலம் போற்றும் பத்தினித்தீ! அவளது நாமம் திரௌபதி! தலைவிரித்தாடும் அதர்மத்தை தரைமட்டமாக்கிட அவதரித்தாள்!  திரெளபதி படத்திற்காக ஆவலுடன் காத்துகொண்டு இருக்கிறோம்  @mohandreamer இப்படம் வெற்றியடைய வாழ்த்துக்கள் அண்ணா	NOT
tam3610	செம.... போராடுறதே தப்புனா, போராடுற சூழ்நிலையை உருவாக்ககுவதும் தப்புதான... அருமையான வசனம்.. நிகழ்காலத்தில் பொருந்தும் வசனம்...	NOT
tam3611	வேலூர் முத்தரையர் நாயக்கர்  சார்பாக  படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3612	யோவ் A.L.Vijay இப்படிலாம் படம் பண்ணா அமலாபால் உன்ன விட்டு ஓடிப் போகாம வேற என்னயாப் பண்ணுவா...	OFF
tam3613	.வசூலில் சிவகார்த்திகேயன கூட முந்த முடியாத சூர்யா...danush fans	OFF
tam3614	#Karur தேவேந்திர குல வெள்ளாளர் சார்பாக இப்படம் வெற்றிபெற வாழ்த்துக்கள்	NOT
tam3615	நெல்லை தூத்துக்குடி மாவட்ட தேவரினம் சார்பாக மாபெரும் வெற்றிபெற வாழ்த்துக்கள்	NOT
tam3616	யாரெல்லாம் Comds வந்து இந்த படத்தை பத்தி அசிங்கமா பேசுரனோ.....ஒம்மல ஓக்க அவன்தான் ... நாடக காதல் ......	OFF
tam3617	தேவிடியா புள்ளைங்களே இங்க வந்து ஏன்டா கதறுரீங்க.பொட்ட புண்டைகளா. கொம்மளா டோய்.	OFF
tam3618	இதுக்கு விரும்பலனு பொட்டவன் லா பக்தாள்ஸ் ஆ தா இருப்பான்..	OFF
tam3619	ஜாதி மதம் எல்லாம் அப்பாற்பட்ட விசயம்.,  நாடக காதலை இந்த காலத்து பெண்கள் புரிந்து கொள்ள வேண்டும்.  படம் வெற்றியடைய என் வாழ்த்துக்கள்.	NOT
tam3620	நாடார் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3621	திருமாவளவனின் மோசமான கேவலமான பேச்சி  இதே போல  இந்த படத்தில் எந்த வாரத்தை உம் இல்லை... படம் வெற்றி பெற வாழ்த்துக்கள்..	OFF
tam3622	அந்த மண்டைக்குள்ள மூளைதான் இருக்கா இல்ல அதைவிட சிறந்தது ஏதாச்சும் இருக்கா...  மிஷ்கின் நீங்க சினிமாவுக்காகவே பிறந்தவர்!!!  குறைந்த பட்சம் 3 மணி நேரம் உங்க படத்தை எதிர் பார்த்து காத்திருக்கிறேன்... பிளீஸ்...!!!	NOT
tam3623	இந்த படம் நல்லா இல்லாட்டியும் பரவாயில்லை கண்ண மூடிக்கிட்டு music கேக்கவே theatre இக்கு போகலாம் # #HJ	NOT
tam3624	இப்படி எத்தனை படம் எடுத்தாலும் நோட்டாவுக்குதான் படித்த இளைஞர்கள் வாக்கை போடுவான் ஏனென்றால் அரசியலை பற்றி அவனுக்கு கற்றுக்கொடுக்கவை இல்லை. படத்தின் மூலமாக அரசியல் படிப்பவனெல்லாம் நடிகனைத்தான் பாற்கிறான். வாக்கு செலுத்துவதற்கு விஜயின் சர்கார, விவசாய பிரச்சனைக்கு கத்தி, இளைஞர்கள் அரசியல் வருவதற்கு என்ஜீகே. படங்களில் ஜனரஞ்சகமாக காண்பிக்கப்படும் அரசியல். ஆனால் நடைமுறை வாழ்க்கையில் அரசியலை பற்றி படிப்பது ரொம்ப முக்கியம். அதிமுக திமுகவுக்கு வாக்கு செலுத்துனா கூட பரவாயில்லை. ஆனால், நோட்டாவுக்கு வாக்கு போட்டு உங்க வாக்கை குப்பையில் போடாதீர்கள். யாரையுமே பிடிக்கவில்லையென்றால் நீங்களே ஒரு வழியாக மாறுங்கள்.	NOT
tam3625	ஹன்சிகா ஸ்கூல் ஸ்டுடென்ட்டா வந்தாள். ஸ்ருதி காலேஜ் ஸ்டுடென்ட்டா வந்து லவ் பண்ணுவ	NOT
tam3626	தேவர் சமுதாயம் சார்பாக முழு ஆதரவும் உங்களுக்கு உண்டு	NOT
tam3627	மோகன் மற்றும் அஜித்தின் மச்சானுக்கும் வன்னியர் சார்பாக மனமார்ந்த நன்றி.	NOT
tam3628	அருமையான வசனம் உண்மையை உறக்க சொன்ன இயக்குனர் அண்ணா மோகன் அவர்ளின் தைரியத்தை பாராட்ட வேண்டும் நாடக காதலால் எத்தனை குடும்பம் அழிந்துள்ளது பெண்பிள்ளைளுக்கு வாழ்வின் நெறிளையும் நம்சாதியின் பெருமைளையும் சொல்லி வளர்க்க வேண்டும்	NOT
tam3629	இத்தன சாதி பயலுவளும் ஒன்னா சேர்ந்து பறையருக்கு எதிரா கத்துறீகனா. இங்க எவன் வலிமைமிக்கவன்னு தெரியுதா. ஒத்தைக்கு ஒத்த நின்னா மசுரை கூட புடுங்க முடியாது.	OFF
tam3630	விஜய நகர புரட்சிப்படை சார்பாக வாழ்த்துக்கள்  முடிந்தால் படத்தை தடுத்து பார்க்கட்டும்	NOT
tam3631	அவுங்கவுங்க வீட்டு பொண்ணு அவுங்கவுங்க வீட்டுக்கு முக்கியம் அதுக்காக எந்த எல்லைக்கு போகலாம் திரெளபதி திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்...	NOT
tam3632	நன்றாக உள்ளது... நான் இந்த படத்தை தியேட்டரில் பார்ப்பேன்	NOT
tam3633	உதய சூரியன் வந்து ஊம்பி விடுங்க காசு நான் கொடுக்கரன்	OFF
tam3634	வன்னிய இன மக்கள் கூரையிலும் குடிசையிலும் கிடக்கிறார்கள் அதை சரி செய்ய முடியவில்லை உங்களுக்கு சாதி படம் கூத்தா. வன்னியர்களுக்கு மானம் எல்லாம் பெண்கள் பெண்கள் பெண்கள் சமாசாரம் மட்டும்தானா . உங்களால் தமிழ்நாட்டில் சாதிப் பிரச்சினையைத் தவிர வேறு ஏதாவது பயன் உண்டோ	NOT
tam3635	Friend என்றால் fb இல்லை like கொடுக்கிற Friend என்று நினைத்தியா, Life கொடுக்கிற Friendடடா..	NOT
tam3636	நாடக காதல் மிகப்பெரிய தவறு. இதை தான் இந்த படம் எடுத்துரைக்கிறது. வெள்ளாள பிள்ளைமார் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்	NOT
tam3637	வேட்டு கவுண்டர் சார்பாக  படம் வெற்றி பெற வாழ்த்துகள்.	NOT
tam3638	ஒரு சமூகத்தின் மீது அனைவருக்கும் இவ்வளவு வன்மமா???	NOT
tam3639	காஞ்சிபுரம் மாவட்டம் சார்பாக வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3640	கதிர்வேல் தர்மபுரி மாவட்டம் இத்திரைப்படம் மாபெரும் வெற்றியடைய வாழ்த்துகிறோம் நம் வன்னியர் சமூகத்தினர் அனைவரும் இத்திரைப்படத்தை காண வாருங்கள்	NOT
tam3641	நிஜ வாழ்க்கைலயே இவன் சைகோ தான் படத்தோட டைட்டிலும் கரெக்ட்டா இருக்குதே	OFF
tam3642	இவுனுங்களுக்கு சாதி வேனாமா ஆனா சாதி மூலம் வர சலுகைகள் மட்டும் வேனுமா.நாம சாதி பாத்தா தப்பாமா அவுனுங்க சாதி பாத்தா தப்பில்லையா பச்சோந்திகள் . சாதி வேனும்னு சொல்லல ஆனா தேவையான இடத்துல சாதி வேனும் . விழுப்புரம் மற்றும் கள்ளக்குறிச்சி வன்னியகுல சத்ரியன் சமுகத்தின் சார்பாக த்ரௌபதி படம் வெற்றியடைய வாழ்த்துகள்	NOT
tam3643	போராட்ரதே தப்புனா போராட்ர சூழ்நிலைய உருவாக்ரதும்  தப்பு...	OFF
tam3644	இந்த படத்திற்கு வன்னியர் மக்கள் வரவேற்கிறோம் இந்த படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள் மோகன் அண்ணா	NOT
tam3645	கல்வி ஒன்றை தவிர எதுவுமே இந்த சமுகத்தில் முன்னோற்றத்தை ஏற்ப்படுத்தாது..	NOT
tam3646	நா வீர வன்னியான் டா என்னோட சொத்த வித்தாவது இந்த படத்துக்கு 500 குடும்பத்த நா கூப்டு போவேன் 🤝	NOT
tam3647	உங்க அப்பா சினிமா நடிகர் நீங்களும் சினிமா நடிகர் அட நீங்க சொன்னது  58‌ ஆவது செகன்ட்  சரி தான் புரோ.	NOT
tam3648	நாடார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3649	கொங்கு மண்டலத்தின் சார்பாக படம் மாபெரும் வெற்றி பெற எனது வாழ்த்துக்கள்.....நாடக காதல் கும்பலை முற்றிலும் அழிக்க வேண்டும்..... இங்கு யாரும்  மற்ற சமூகத்தை தவறாக பேசவில்லை நடைமுறையில் இருப்பதைத்தான் இயக்குனர் திரையில் காட்டியுள்ளார் .......	NOT
tam3650	படம் வெற்றிபெற வாழ்த்துக்கள் இந்த சாதி என்று குறிப்பிடாதது மேலும் நன்று	NOT
tam3651	மண்ணுக்குள்ள கால் வைக்கணும் நா அவன் பொண்ணு மேல வைக்கணும் யாரோ ஒருத்தன் ஆதாயம் அனுபவிக்ரதுக்காக இளைஞர்கள் மனசில சாதி வெறியை தூண்டி காதலை கேவல படுத்திடுராங்க	NOT
tam3652	இளையராஜா இசையில் உதயநிதி ஸ்டாலின் நடித்த இந்த சைக்கோ திரைப்படம் வெள்ளித்திரையில் காண ஆவலுடன் மற்றும் இளையராஜாவின் இசையை கேட்க காத்துக் கொண்டிருக்கின்றோம்...	NOT
tam3653	ஒரே ஒரு ட்ரெய்லர் தான் மொத்த நாடகக் காதல் கும்பலும் குத்தி போட்ட பன்னி மாதிரி  கதறிக்கிட்டு இருக்கானுங்க  #திரெளபதி நீ ஜெயிச்சுட்ட	NOT
tam3654	மோகன் அண்ணா... ஒவ்வொரு பின்னூட்டத்தையும் படித்தேன்  வன்னியர், முக்குலத்தோர், முத்தரையர், கொங்கு கவுண்டர், நாடார், பள்ளர், உடையார், செட்டியார்...Etc போன்ற அனைத்து சமூகத்தினரும் தங்கள் ஆதரவை தெரிவித்துள்ளனர்	NOT
tam3655	நல்ல சமுதாய கருத்து இருக்கும் என்று எதிர்பார்க்கிறோம் சாதி அற்ற இந்தியா உருவாக்குவோம்	NOT
tam3656	சிம்பு புறம்போக்கு நடிச்சிருக்கா வெளங்கன மாதிரி தான்	OFF
tam3657	ரிஷி அவர்கள் தொடர்ந்து இது மாதிரியான படங்களை இயக்க கேட்டுக்கொள்கிறோம்.... இந்த மாதிரியான படம் நிச்சயமாக தேவை...	NOT
tam3658	யாதவர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3659	இந்த படம் எடுத்த தம்பிகளா, முதலில் இதுபோல் காதல் நாடகத்தை நடத்தும் எவனும் தலித் அல்ல.. அவனுங்க அனைவரும் கிறித்தவ இஸ்லாமிய கால் நக்கிகள்... கைக்கூலி பயல்கள்... உண்மையான ஹிந்து தர்மத்தை பின்பற்றும் எந்த தலித் சகோதரனும் நீங்கள் படத்தில் கூறுவது  போல்  செயல்படுவதில்லை.. ஆதலால் உங்களுக்கு ஆண்மை இருந்தால், இந்துக்களை பிரித்து அழிக்க துடிக்கும் கிறித்தவ, இஸ்லாமிய கும்பல்களை அம்பலப்படுத்தும் விதத்தில் படமெடுங்கள் பார்க்கலாம்..	OFF
tam3660	வந்தா ராஜாவா தான் வருவேன்........ ராஜாவா வந்தா ராஜாவுக்கு நூறு தோஸ்து!!!....	NOT
tam3661	ஒரு சமூகத்தை சமூக தலைவரை  பற்றி கூறும் படம் கண்டிப்பாக ஜாதி சண்டை வரும் டா	NOT
tam3662	ஆதிசைவ, வைணவ, மத்வ, பிற அந்தணர்கள் குலத்தின் சார்பாக வாழ்த்துக்கள்!!  ஈஸ்வரோ ரக்ஷது!! ஸ்ரீ மாத்ரே நம:	NOT
tam3663	தர்மபுரி நாடக காதல் நிகழ்வில் இளவரசனின் தற்கொலைக்காக ஒப்பாரி வைத்த தமிழகத்தின் பெரும்பாலான ஊடகங்கள், திவ்யாவின் தந்தை துக்கம் தாளாமல் தூக்கில் தொங்கியதைப் பட்டும் படாமல் கடந்து போய்விட்டன!  ஒரு சாதியினர்க்கு வந்தால்தான் ரத்தமா? மற்ற சாதியினர்க்கு வந்தால் தக்காளிச் சட்னியா?    இங்கே இந்த டிரெய்லருக்குப் பல்லாயிரக்கணக்கில் குவியும் வாழ்த்துகளைக் கண்ட பின்னராவது - நீண்ட காலமாகக் கண்டுகொள்ளப் படாமல் இருந்த ஏனைய சமூகங்களின் ஆற்றாமையை வெடித்தெழச் செய்த trigger point தான் இந்தப் படம் என்பதை ஊடகங்கள் உணர்ந்து இனி இதுபோன்ற பிரச்னைகளை நேர்மையுடன் அணுக வேண்டும்.   எந்தச் சாதிப் பற்றும் இல்லாத நடுநிலையாளனாக நானும் இந்தப் படம் வெற்றி பெற வாழ்த்துகிறேன்	NOT
tam3664	அது  என்னடா, அக்யுஸ்டு பேரு  பிரபாகரன்,  ..?????? வேற பேர் கிடைக்களையா,??? உங்க நோக்கந்தான் என்ன..???  எல்லோரையும் பகைத்து  யாரு பாக்க படம் எடு்டக்றீங்க...???  பணம்,RSS தர்ரானுகளா..???	OFF
tam3665	சீட்டா :அடக்குனா அடங்க கூடாது எங்க அண்ணே சொல்லீருக்காப்ள   மீ : அப்ப ஊம்பு	OFF
tam3666	Dislike போட்டவன் எல்லாம் பெண்கள் குலத்தை சீரழிப்பவர்கள் தானே, சாதி ஒழிப்பு போராளிகளே, சாதிகள் வேண்டாம் ஆனால் சாதி சான்றிதழ் அடிப்படையில் சலுகைகள் மட்டும் வேண்டும், போராளிகளா என்ன உங்கள் சாதி ஒழிப்பு நியாயம்...(சிந்தித்து பார்க்கவும்) சாதிகள் வேண்டாம் என்று போராடுவதற்கு முன்பு தங்கள் சாதி சான்றிதழ்களை தீயிலிட்டு எரித்து விட்டு சாதி அடிப்படையில் சலுகைகள் வேண்டாம் என்று சக மனிதனாக போராடுங்கள் களத்தில் நானும் பங்கேற்கிறேன் உங்களில் ஒருவனாக.......... (தவறு இருப்பின் மன்னியுங்கள் நண்பர்களே....)	NOT
tam3667	நாயுடு இன மக்கள் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3668	காதுகளை உறுத்தாத இசை.. கண்களை உறுத்தாத படமாக்கல்... மனதை உறுத்தாத காதல்...   இப்படியும் ஒரு படமா....  கவிதையாய் ஒரு காதல் படைத்த இயக்குநர் ஹலீமா...   வாழ்த்துகள் நண்பர்களே	NOT
tam3669	வண்ணார் சமுதாயம் சார்ப்பாக படம் வெற்றிபெற வாழ்த்துக்கள்	NOT
tam3670	இனளஞர்கள் அரசியல் வந்தால் நாட்டு எப்படி இருக்கும் என்பதை சுதந்திரம் அடைந்த 70 அண்டு ஆகியும் அரசியல்வாதி னகயில் நாட்டு அளவிட்டனர்  #Selvaraghavan #YuvanCombho Vera Level	NOT
tam3671	வரலாற்ற திரும்பி பாத்தா ... ரிச்சர்ட் நடிச்ச ஒரு படமும் ரிலீஸ் ஆனதில்ல	NOT
tam3672	கடலூர் மாவட்டம் வன்னியர்  சமுகம் சார்பாக திரௌபதி காவியம் வெற்றி பெற வாழ்த்துக்கள் ஓம் நமசிவாய	NOT
tam3673	அப்பா செம  சூப்பர் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3674	நான் காட்டு கத்து கத்துறேன்  ஒருத்தனும் கண்டுக்றல ஆனா தல கம்முனு இருக்காரு எல்லோரும் கடவுளா நினைக்குறானுக.      சீமான் மைன்ட்வாய்ஸ்	OFF
tam3675	இந்த படம் வந்து  இது ஒரு சமூகத்துக்கு எதிராக எடுத்த படம்  ஜாதி  படம்  முத்துராமலிங்கம்  தேவராட்டம்   திரெளபதி  இது மூணுமே தோல்விப்படம்	NOT
tam3676	தாழ்த்தப்பட்ட மக்களின் நலனுக்காக தன் சொத்தை பங்கிட்டுக் அடைக்கலம் கொடுத்த மதிப்பிற்குரிய பசும்பொன் முத்துராமலிங்கத் தேவர் அவர்கள் வழியே சாதி மறந்து.....உணர்வுகளை மதித்து நபப்பவர்களின் சார்பாக படம் வெற்றி அடைய வாழ்த்துகிறோம்..	NOT
tam3677	திரைப்படத்தின் முன்னோட்டத்தை பார்த்தவுடனேயே சிலர் (நாடக காதல் கோஷ்டி) பதறுகிறார்கள் என்றால் நாம் சரியான பாதையில் பயணித்துக்கொண்டிருக்கிறோம் என்பதை புரிந்து கொள்ள வேண்டும், இந்த திரைப்படம் உருவாக உழைத்த அனைவருக்கும் எனது வாழ்த்துக்கள், படம் மாபெரும் வெற்றியடைய  வாழ்த்துக்கள்.	NOT
tam3678	இதுல வம்புக்கு வராத அப்பிராணி 1%க்கும் குறைவாக உள்ள பிராமிணர்கள் மட்டுமே ஆனால் அவர்களை வம்புக்கு இழுத்தே கோடி கோடியாய் சொத்து சேர்த்து தி.க மற்றும் தி.மு.க மட்டுமே , மற்ற ஜாதி களிடம் வைத்து கொண்டால் சோழிய முடிச்சுருவாங்கனு பயம் .	NOT
tam3679	இசைஞானி + மிஸ்கின் = Deadly Combo	OFF
tam3680	இதுதான் உண்மையா நடக்குது நாட்டுல மக்கள் எல்லோரும் தெரிந்து கொள்ளுங்கள் hats off to director n producer	NOT
tam3681	சூப்பர் சார்........... இந்த மாதிரி படம் எடுத்தாதான் உண்மை எல்லாருக்கும் தெரியும். ...............	NOT
tam3682	தருமபுரி வன்னியர் சங்கம் சார்பில் வாழ்த்துக்கள்	NOT
tam3683	Rajini ஐ கிண்டல்  செய்வது போல் உள்ள காட்சி தவிர்த்திருக்கலாம்.......	OFF
tam3684	விஷ்ணு - ராட்சசன் பரத் - காளிதாஸ் சிபிராஜ் - வால்டர் பிரபுதேவா - பொன் மாணிக்கவேல்	NOT
tam3685	மிக சிறப்பான டிரெய்லர், திரைப்படம் மிகப்பெரிய வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3686	பிள்ளைமார் சமூகம் சார்பாக திரௌபதி வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3687	தேவிடியா பையன் கதைய மாத்தி எடுத்துருக்கான் சாதி வெறி பிடித்த பைத்தியங்கார கூதி  வன்முறை கும்பல் #பாமக இந்து சாதி வெறியர்கள்	OFF
tam3688	பேரன்பு... அருமையான படைப்பு... நிச்சயம் அரங்கில் காண ஆவல்	NOT
tam3689	ஜெயலலிதா அம்மாவோட கம்பீரத்துல 2% கூட இல்ல இவ  ...! விஜய்க்கு தேவை இல்லாத வேலை	OFF
tam3690	வட ஆற்காடு யாதவர்கள் (கோனார்) மக்கள் சார்பாக படம் வெள்ளி விழா காண வாழ்த்துகள் அண்ணா	NOT
tam3691	நாஞ்சில் நாட்டு நாடார் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3692	நான் அருந்ததிய(சக்கிலியன்) இனத்தை சேர்ந்தவன்.. இத்திரைப்படத்தை முழு மனதாக ஆதரிக்கிறேன்.. காரணம்  என் நண்பனின்(கவுண்டர்கள்) அக்கா இதே போன்ற நாடகக்காதலால் எங்கள் சமூக ஒரு நபரால் ஏமாற்றப்பட்டு உயிர்த்தியாகம் செய்தவர் தான்.. ரத்னா அக்காவின் ஆத்மா சாந்தியடைய ப்ராத்திக்கிறேன்..	NOT
tam3693	பகவான் ஸ்ரீ கிருஷ்ணன், அம்மன் ஸ்ரீ  திரௌபதி இனம் நாங்கள் .... வாழ்த்துக்கள் ( திரௌபதி)  Team.	NOT
tam3694	ஜாதி கட்சி தலைவர் எல்லாரையும் முழிக்க வைத்துவிட்டார் எல்லாரும் அவர் வழியை பின்பற்று கின்றனர். வினை விதைத்தவன் வினை அறுப்பான்.தர்மம் வெல்லும்.	NOT
tam3695	1)1996 - நான் அரசியலுக்கு வருவது உறுதி 2) 2016 - Repeat the first sentence	NOT
tam3696	ஒட்டு மொத்த குடும்பங்களோட மனக்குமுறல்களும் கமன்ட் ல பாக்குறப்போ தான் தெரியுது, கண்டிப்பா படம் வெற்றி பெறும், அதில் எந்த மாற்றமும் இல்லை. ஈனப்பிறவிகள்  அழியட்டும்.	NOT
tam3697	சாதியை வைத்து பிழைக்கும் நாய்களுக்கு ஒரு எச்சரிக்கை..... சாதி இருபக்கமும் கூறானது அதை பட்டை தீட்ட வேண்டாம்...... பா. ரஞ்சித் மற்றும் பல மேற்படிகளுக்கு....	NOT
tam3698	மண்ணு பொண்ணு எனக தன்மானம்...   பெரும்பிடுகு முத்தரையர் மாவட்டம் சார்பாக வாழ்த்துகிறோம் ...   #திருச்சி_முத்தரையர்_மாவட்டம்	NOT
tam3699	திருப்பூர் மாவட்ட கொங்கு வெள்ளாளக் கவுண்டர் பேரவை சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள் மிரட்டலான கரெக்டான உண்மைய சொல்லியிருக்கு இந்த படத்துல	NOT
tam3700	சேனைத் தலைவர் சமுகம் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்	NOT
tam3701	ஒத்தா குருமா தம்பிங்க வாயில வச்சுக்கங்க ஆம்பளையா பொறந்திருந்தா  ஒரு பறையன் ஒரு சக்கிலி பொண்ணு கல்யாணம் பண்ணுடா பார்க்கலாம் அப்ப மட்டும் ஏன் உங்க சமத்துவம் இருக்குதா என்ன	OFF
tam3702	நடக காதல் செய்யும் நாய்களுக்கு செருப்படி குடுக்க வந்து கொண்டு இருகிறது திரெளபதி waiting   welcome  to big screen...	NOT
tam3703	விருதை உடையார் சமூகம் சார்பாக இப்படத்தின்  இயக்குனர் மற்றும் தயாரிப்பாளர், நடிகர் நடிகைகளுக்கு வாழ்த்துக்களையும் நன்றியையும் தெரிவித்துக்கொள்கிறேன்	NOT
tam3704	யாரு சாமி இந்த சூரியா இன்னாமா மெரட்டுறார்	NOT
tam3705	சிறந்த அரசியல் திரைப்படமாக அமையும்.. இயக்குனர் செல்வராகவன், நடிகர் சூர்யா மற்றும் படத்திற்காக உழைத்தவர்களின் உழைப்பு வீனாகது. நிச்சயம்... உறுதி...	NOT
tam3706	மண்டை காஞ்சி போய் இருக்குர ...செம்ம வார்த்தை... பாண்டிச்சேரில இந்தபடம்  நல்ல முறையில் திரைக்கு வந்து நல்ல வெற்றி பெற வாழ்த்துக்கள்...150 முறைக்கு மேல் டிரைலர் பார்த்தேன்...சீக்கிரம் படம் ரீலீஸ் பன்னுங்க மோகன் அண்ணா..	NOT
tam3707	கையை வெட்டக் கூடாது தலையை சேர்த்துவிட்டனர் நல்லா இருக்கு	OFF
tam3708	மாறுபட்ட திரைகண்ணோட்டம் குப்பையின் துர்நாற்றம் இல்லாமல் மலர்களின் நறுமணம் கமழ்கிறது இதை காணும் பொழுதெல்லாம்	NOT
tam3709	ஒவ்வொருத்தனும் தன் சாதி பெயரை சொல்லி... படத்தை வாழ்த்தும்போது... இன்னும் பல நூற்றாண்டுகள் ஆனாலும் சாதி வெறி பிடித்த தமிழ்நாடு முன்னேறவே முன்னேறாது... தூ,ஊ தூஊ கேவலமா இல்ல...  இந்தப்படம் தடை செய்யப்பட வேண்டும். சாதிதான சமூகம் என்றால் வீசும் காற்றில் விஷம் பரவட்டும்.	OFF
tam3710	comment பக்கம் ஒரு நாடக காதல் குழுவையும் பார்க்க முடில. இந்நேரம் ஜாதி தான் சமூகம் என்றால் வீசும் காற்றில் விஷம் பரவட்டும் னு குமுற ஆரம்பிச்சி இருப்பானுங்க.. அது சரி குற்றம் உள்ள நெஞ்சு குறுகுறுக்க தானே செய்யும்...	NOT
tam3711	சூத்திரகுடி மக்கள் சாதி சங்கம் சார்பாக....படம் தேசிய விருது பெற வாழ்த்துக்கள்.......சாதி தான் உசுரு மத்ததுலாம் மசுருனு...இந்த சாதி இல்லனு கூவுறவனுங்களுக்கு இப்பவாது புரிய வரட்டும்	OFF
tam3712	நாடார் சமூகம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்.	NOT
tam3713	உண்மையை உரைக்க சொல் மிரட்ட வருகிறாள் திரௌபதி   மோகன் அண்ணா அருமை வாழ்த்துக்கள்	NOT
